iter	Logloss
114	0.2530335508
115	0.2518784992
116	0.2517279403
117	0.2511415417
118	0.2501684618
119	0.2473446428
120	0.2466934658
121	0.2450873578
122	0.2445869283
123	0.2437832491
124	0.2432251226
125	0.2427570668
126	0.2394192585
127	0.237743816
128	0.2350335998
129	0.2342767472
130	0.2289322778
131	0.22815498
132	0.2268847597
133	0.2229969044
134	0.2209975127
135	0.2198594565
136	0.2167639463
137	0.2161348055
138	0.2152163917
139	0.2147166632
140	0.2141887203
141	0.2121865199
142	0.2118361453
143	0.2068588001
144	0.2066106938
145	0.2057793968
146	0.205164178
147	0.2038797813
148	0.2036546983
149	0.2010291567
150	0.1982684113
151	0.1960933924
152	0.195218408
153	0.1945533683
154	0.1942728003
155	0.1936911415
156	0.1933359174
157	0.1911879187
158	0.1895845217
159	0.187804269
160	0.1857552138
161	0.1819163583
162	0.1806384506
163	0.1784737305
164	0.1751552826
165	0.1713615142
166	0.170210082
167	0.1690874412
168	0.1680021306
169	0.1640742291
170	0.1614690523
171	0.1584044205
172	0.1562614303
173	0.1541197482
174	0.1525429419
175	0.1509359677
176	0.148051112
177	0.1462792468
178	0.1432839287
179	0.142033573
180	0.1394634671
181	0.13812883
182	0.1357329858
183	0.1327702642
184	0.1308075277
185	0.128437957
186	0.1264067664
187	0.1248796198
188	0.1221940825
189	0.1191731384
190	0.1183154708
191	0.1153573217
192	0.1120634498
193	0.1099354125
194	0.1073742025
195	0.1049770164
196	0.1031029858
197	0.102065775
198	0.1002860863
199	0.09886030169
200	0.09737111086
201	0.09606818833
202	0.09595431879
203	0.09539265964
204	0.09251290084
205	0.09156845971
206	0.09047646848
207	0.08995707151
208	0.08788568997
209	0.08644959959
210	0.08554867443
211	0.08521346771
212	0.08377629061
213	0.08234906858
214	0.08084830527
215	0.08006445311
216	0.07941968361
217	0.07866062671
218	0.07783906825
219	0.07695245784
220	0.07598370811
221	0.07434937224
222	0.07374724368
223	0.07229243764
224	0.07164030442
225	0.07156980529
226	0.07124098301
227	0.06996890147
228	0.06990767573
229	0.06817048077
230	0.06737763419
231	0.06695510035
232	0.06653131679
233	0.06564490716
234	0.06492993443
235	0.06411741195
236	0.06356360962
237	0.06323344837
238	0.0624651339
239	0.06203620083
240	0.0610260235
241	0.06066430517
242	0.06028898692
243	0.0594271736
244	0.05886404588
245	0.05864573544
246	0.05796466525
247	0.05742736481
248	0.05699863594
249	0.05626067478
250	0.05607862834
251	0.05555840687
252	0.0547851271
253	0.05413060536
254	0.05407981195
255	0.05359149667
256	0.05322114892
257	0.05247288656
258	0.0517283749
259	0.05054090953
260	0.05021993057
261	0.04972757816
262	0.04969767161
263	0.04965359924
264	0.04892803463
265	0.04859922262
266	0.04751775415
267	0.04749829435
268	0.0472918458
269	0.04697823391
270	0.04660397248
271	0.04586429098
272	0.04547716528
273	0.04486771868
274	0.04446493552
275	0.0438556605
276	0.04384030692
277	0.04354644379
278	0.04307925237
279	0.04291571369
280	0.042293399
281	0.04154229498
282	0.04125089599
283	0.04068230983
284	0.04056068876
285	0.04034353977
286	0.0396841043
287	0.0389419325
288	0.0388130068
289	0.03859713256
290	0.03857245897
291	0.03812018995
292	0.03776165357
293	0.03744563235
294	0.03712949864
295	0.03696413151
296	0.03672634757
297	0.03638631605
298	0.03607407661
299	0.0360589412
300	0.03574390024
301	0.03537045741
302	0.03513579102
303	0.03471125164
304	0.03452808653
305	0.03397730957
306	0.03380047615
307	0.03358840634
308	0.03327178003
309	0.03278392922
310	0.03268012039
311	0.03240305296
312	0.03215233465
313	0.03189664237
314	0.03187973984
315	0.0317288319
316	0.03150344719
317	0.03125484362
318	0.03087689632
319	0.03068349346
320	0.03046403108
321	0.03039402553
322	0.03004433481
323	0.02978264316
324	0.02928782623
325	0.0292735884
326	0.0289930956
327	0.02867012212
328	0.02865522178
329	0.02842630579
330	0.02822587258
331	0.02821320251
332	0.02795175646
333	0.02776875279
334	0.02759289486
335	0.02738242206
336	0.02728137667
337	0.02721538634
338	0.02705055314
339	0.02674649212
340	0.02672182654
341	0.02665825986
342	0.02642975
343	0.02622152559
344	0.02607054233
345	0.02584534766
346	0.02560014412
347	0.02546632526
348	0.02521184326
349	0.02499053969
350	0.02489664607
351	0.02476595834
352	0.02470834389
353	0.02463225279
354	0.02460430825
355	0.02459534186
356	0.02440096041
357	0.02427005678
358	0.02406384849
359	0.02376894233
360	0.02375820681
361	0.02364892525
362	0.02344932486
363	0.02344029974
364	0.02332706538
365	0.02323189519
366	0.02311853566
367	0.02297488821
368	0.02284356373
369	0.02273676191
370	0.02272977302
371	0.02256545959
372	0.02244475577
373	0.02224334921
374	0.02216945431
375	0.02206663493
376	0.02196554608
377	0.02185651777
378	0.02174812393
379	0.02161029597
380	0.02139036416
381	0.02125777154
382	0.02096255301
383	0.0208455655
384	0.02070967626
385	0.02053696159
386	0.02044458051
387	0.02034788188
388	0.02028833484
389	0.02028347162
390	0.02018289951
391	0.02012462231
392	0.01989436011
393	0.01977172182
394	0.01955228138
395	0.0194412767
396	0.01925531563
397	0.01917903935
398	0.01910657314
399	0.01909953025
400	0.01898837357
401	0.01887350524
402	0.01874627672
403	0.01860779877
404	0.01855312747
405	0.01854074598
406	0.01844495396
407	0.0184236022
408	0.0182382269
409	0.01823375317
410	0.01812086548
411	0.01802893767
412	0.01794258303
413	0.01783652212
414	0.01775267375
415	0.01766044066
416	0.01747826104
417	0.01737234007
418	0.01728751937
419	0.01721393511
420	0.0171136861
421	0.01706542646
422	0.0169947349
423	0.01685990708
424	0.01680097505
425	0.01670598589
426	0.01667052246
427	0.01658791005
428	0.01658577911
429	0.01646892395
430	0.01632783486
431	0.01632589911
432	0.01631395593
433	0.01627310888
434	0.01612741467
435	0.01592437099
436	0.01578202492
437	0.01576600551
438	0.01566651177
439	0.0156170107
440	0.01550739553
441	0.01548330336
442	0.01544238426
443	0.01538450895
444	0.0153804172
445	0.01535875191
446	0.01523736754
447	0.01516625265
448	0.01507352844
449	0.01502092671
450	0.01490949154
451	0.01483988911
452	0.01482360467
453	0.01469409448
454	0.01464382812
455	0.0144633719
456	0.01432670024
457	0.01425452803
458	0.01415362876
459	0.01411043416
460	0.01411043416
461	0.0140777107
462	0.01406428099
463	0.01404969527
464	0.01398378772
465	0.01398378455
466	0.01392240604
467	0.01391713129
468	0.01387557889
469	0.01377570263
470	0.01367816361
471	0.01355815171
472	0.01348015272
473	0.01331796344
474	0.01331800324
475	0.01328278266
476	0.01321395522
477	0.01317167415
478	0.01315849702
479	0.01307090287
480	0.01304297229
481	0.01303307364
482	0.01295423601
483	0.01291821575
484	0.01288553159
485	0.01283630948
486	0.01275898498
487	0.01267661446
488	0.0126228358
489	0.01262290059
490	0.01259959312
491	0.01246291715
492	0.01239744961
493	0.01232225633
494	0.01228741112
495	0.0122403574
496	0.01215739115
497	0.01213791871
498	0.01205955085
499	0.01194634904
482	0.005142658927
483	0.005142752129
484	0.005142775873
485	0.005142722699
486	0.00514269781
487	0.00514257087
488	0.005142667856
489	0.005142729354
490	0.005142567121
491	0.005142740223
492	0.005142653435
493	0.00514265873
494	0.00514265873
495	0.00514265873
496	0.00514265873
497	0.00514265873
498	0.00514265873
499	0.00514265873
